user_id,recommended_items
38944,912478 778160 857213 590658 981107
39189,2778525 1244196 1386412 657183 2791339
39773,1098993 1139749 994434 1833610 1056354
39778,1088680 91075 806348 1338970 906817
40141,1383071 1147483 161945 465997 499544
40180,521436 1144348 641200 1306320 1712562
40246,2125001 2493862 2734865 1194695 1109250
40468,499544 161945 465997 1417798 1805527
41309,2778525 1244196 1386412 657183 2791339
41345,1340384 1715993 616631 1717385 1519327
41383,559359 190665 593769 404559 958406
41403,220233 273670 925940 1015667 1448364
41629,1493884 2146164 397622 719754 669613
41649,2328702 1417895 1299396 2243184 685364
42051,100398 184768 1049685 1771444 1227500
42321,2778525 1244196 1386412 657183 2791339
42617,136863 1287810 1530308 471381 919088
42912,2609595 2800967 659969 1716359 1584839
43088,1940597 2723982 561040 2110703 2228955
43399,951466 1764519 1100303 489123 733101
43444,2796479 2106311 1830993 2750191 554760
44628,1022841 838520 1314507 661231 115370
46074,2778525 1244196 1386412 657183 2791339
46106,2543838 123928 512596 325266 695196
46377,967877 191902 157690 984090 497989
46391,732619 57424 1014741 414136 1204286
46874,2833327 452534 999108 1459365 704186
47353,582798 747435 680021 824407 1112209
47387,1383920 476656 422726 354513 837884
47475,1412112 2213663 378275 1264258 1201646
47662,2057655 1461517 368252 1235484 1906123
48463,2778525 1244196 1386412 657183 2791339
48478,732896 4499 326075 301390 2771276
48675,1747247 2300257 22865 354325 256460
48789,1370327 1843 2079907 688913 1871548
49239,2819671 753135 2085155 503460 2663019
49334,453607 516723 1515138 2232175 2202525
49418,2653524 1460943 2021401 228521 636899
49794,560550 747435 582798 680021 824407
50754,2784346 638518 47288 1480609 85154
50874,1830651 926265 2503726 593816 1616391
51289,669126 1902604 1997182 260984 1742276
51380,49286 248197 131280 162175 344656
51416,2504215 1562313 1636338 19979 620095
51445,1510800 182234 320825 204756 324954
51851,1104777 419239 1844956 812000 9269
52067,1126490 1741767 1118736 816581 2321476
52207,1552003 1947896 1973323 555617 616584
52730,1515861 1984569 2360507 2377426 2694820
52831,2091857 2110350 1318349 139588 938764
53121,127629 1335576 22825 1359640 2226366
53574,1831349 2115383 963479 2824502 1850112
53638,1981654 1642769 1502494 754019 1442935
53677,288855 954356 15786 30850 1889002
53760,923181 1402230 558190 728608 304129
53874,471381 1530308 136863 919088 1287810
54382,195655 74423 371778 44532 324939
55261,187479 324954 182234 320825 204756
55358,1946360 99128 751843 1060674 86269
55450,207382 852718 999984 191970 740200
55534,2778525 1244196 1386412 657183 2791339
56110,1418346 1655751 1641894 1659101 620382
56216,2298718 85885 1880337 2776550 851876
56227,259735 1193728 1418055 1577312 1698315
56317,685748 2614674 1042576 777616 1126245
56439,521436 704184 904790 1014514 1125047
57013,578008 798187 1492807 1838940 2060179
58197,2092474 17951 2248487 1575953 2229410
58250,2262010 929038 2811292 225270 2248769
58548,623544 669669 1323535 691693 372018
58600,34276 21209 17284 18386 59567
58624,46417 39203 59136 71756 44162
58695,574616 584046 1391258 399341 37272
58784,2778525 1244196 1386412 657183 2791339
58798,2778525 1244196 1386412 657183 2791339
58833,1327915 1683530 2029977 2266576 2456261
59104,1863252 2656919 92000 2618861 2309397
59135,659571 593562 72914 734837 510467
59546,1866241 2439025 2624682 1536780 168729
59782,211952 245716 550345 201448 517706
59842,265048 449238 595858 579628 232709
60155,2226422 2590990 139588 2654924 938764
60471,2368632 268677 1733199 2316673 2593290
60496,2778525 1244196 1386412 657183 2791339
61016,7808 9211 17005 18718 3893
61298,388420 608097 1097917 1473094 1721100
61873,586587 411184 260984 669126 567387
62808,1792455 290404 1545596 876278 1003467
62908,2362916 2798483 248197 362798 49286
62914,2778525 1244196 1386412 657183 2791339
63061,73367 232896 16306 236745 82593
63163,289273 191281 111250 1086171 1347460
63322,1676367 2104059 368950 590874 1995511
63597,962855 2150649 2206085 2326501 1453462
63753,253688 241244 1511191 249791 57031
63872,2538660 2643805 2504364 935420 2518827
64303,543184 498337 100969 323235 435685
64930,82678 527698 84249 1115673 1511555
65592,1454079 114894 501333 223250 770827
66592,1995511 590874 1098890 935296 852409
66908,461881 789181 1814179 221434 2067346
67173,2584153 974107 982000 1727576 1670754
67354,1273362 409422 705513 1041557 394084
67659,497264 657765 155884 763356 452109
67705,383311 1752642 2269190 634703 2248322
67752,2778525 1244196 1386412 657183 2791339
67939,1438209 65979 961823 42851 1074577
69088,2778525 1244196 1386412 657183 2791339
69418,502500 99612 943561 262498 612691
69428,279242 83197 416914 45759 619120
69757,183374 1900952 1080935 2484384 1939406
70134,635107 401853 307613 656992 790232
70534,5518 13989 19469 567126 215403
70547,1639503 34986 836560 243517 1539824
70649,2377426 2694820 2360507 1813153 278107
70855,123111 935363 797082 343840 1675652
71226,416231 972984 1432905 743905 1546630
72027,1029678 221779 2389477 18692 69688
72461,392426 1563273 1112235 1072348 540721
72570,425836 506969 90583 690664 94359
73454,87637 355691 371122 227311 393396
73471,393005 43377 1314105 2105129 1707214
73525,2334633 1510766 1130135 356379 1621416
74032,2778525 1244196 1386412 657183 2791339
74663,1259307 1477114 2786750 324342 978210
75611,826987 10807 84637 286429 280374
76103,731 179232 265048 430033 232709
76608,2663421 1354178 469701 1533796 1889294
76720,2054159 29061 275800 344413 180261
77440,802341 1413065 77066 2333720 2398650
77641,2253574 792427 165949 190827 180279
77738,2733860 2779760 2122108 1143050 1839128
77942,1443706 830073 1317915 2462072 415358
77992,1612593 231858 505172 276802 562344
78016,188626 81900 380678 452449 112803
78100,562344 231858 572036 276802 709392
78298,2778525 1244196 1386412 657183 2791339
78784,1429221 2571911 450489 1266023 1978958
79349,402677 348955 665588 682058 683188
79426,1163639 1804705 1909569 1391858 692294
79738,46507 519609 479552 331730 1240475
79802,293600 640209 804471 851861 970515
80026,1654632 99308 1803629 958454 142983
80113,2778525 1244196 1386412 657183 2791339
80743,2589105 791444 450722 2695763 825137
80933,488900 249889 395718 377240 846444
81213,2458486 2597653 18386 2667620 924377
81342,479095 1007632 1020494 1376895 1065932
81375,2778525 1244196 1386412 657183 2791339
82204,2017516 1674635 1889823 1726537 362155
82500,2472193 2745098 1754494 1817632 1602526
82645,1355479 2679769 1512458 1588972 304498
82778,161945 465997 499544 932195 1417798
82848,2778525 1244196 1386412 657183 2791339
82953,1621655 2749943 667811 445289 117627
83200,215081 1752642 383311 323379 524445
83840,225618 1031145 1547988 2823598 1963993
84028,190734 1260067 525743 62782 803675
84579,699463 1930115 408560 2044645 178854
84814,2778525 1244196 1386412 657183 2791339
84989,120107 346350 220958 111553 489392
85006,727382 1036456 1112441 1091499 1111139
85011,605165 35505 1038899 1022000 478401
85432,1331217 1200295 2107610 1259145 1194695
85921,187248 47875 223090 307270 60313
85958,2778525 1244196 1386412 657183 2791339
85991,1414730 1501321 619393 2412203 1339942
86194,2419414 591008 207552 1656907 546036
86285,502195 1340237 112354 1902651 1399672
86316,243350 1912054 1947896 1552003 1973323
86856,232896 260125 16306 293379 560881
87127,2778525 1244196 1386412 657183 2791339
87569,215081 1080427 805919 805193 955776
87622,625287 1023454 2360744 2535653 2454808
87629,419239 812000 845102 67995 9269
88090,829340 347954 162073 116922 853299
88699,135872 274654 35505 430988 462917
89595,2778525 1244196 1386412 657183 2791339
89700,28448 596770 351890 610346 1099829
90134,796888 307743 1583220 2113541 1371258
90275,2423575 1013503 1037995 1126878 25162
90552,2222005 649120 1624774 1885121 2144187
90609,1734499 2371051 784907 814894 2731831
90615,1717683 2275450 1610551 2059278 2106732
90733,2293356 1934897 752019 1588444 966353
91295,224352 2107561 2507090 1702063 1016696
92019,611038 780491 122042 195162 818961
92182,2778525 1244196 1386412 657183 2791339
92343,71403 1661226 1767296 391272 1944665
93312,2778525 1244196 1386412 657183 2791339
93887,1083431 1271200 1588847 1641894 1603227
93930,2005840 552280 2331636 1423494 2306879
94336,2570264 2054897 2816162 708734 1290281
94417,15860 1448905 959602 215289 985857
94548,2778525 1244196 1386412 657183 2791339
94665,1912054 2103502 2714006 2322286 896568
94805,1339513 801984 1932304 66525 1698884
94918,20551 536498 359531 374266 230632
94945,21532 128261 203700 67549 216541
95321,279917 1002256 198152 1159070 237303
95619,2778525 1244196 1386412 657183 2791339
96109,1270996 71756 2120398 2755499 2647855
96164,977979 999383 112655 1497292 52814
96187,725280 554962 2440958 2447834 2732242
96756,931519 823512 2635038 2420135 291669
97135,835304 2578223 2514134 411184 333366
97204,719520 893084 625287 373620 68406
97375,2716375 2823602 440405 2182550 2471859
98005,1058822 2552860 1967674 2565156 1545735
98174,2778525 1244196 1386412 657183 2791339
98287,2285550 736712 1158123 1851896 2139953
98458,2351826 429937 347246 668183 540568
98716,1260531 893799 309781 12147 15116
99109,99612 143512 369719 262498 499001
99155,1061502 332313 2460146 2773641 651528
99208,15029 334779 929792 415485 646732
99598,2778525 1244196 1386412 657183 2791339
99751,1083251 94061 1287048 1311266 1350921
99972,592308 61169 1851312 1070087 570610
100399,964496 1001225 452539 1036651 2398134
100521,130733 483531 850965 1332313 852898
100803,512853 356546 1446413 914591 1432589
101222,1485172 586587 355563 2267010 1313569
101236,369713 665586 462917 810738 706754
101276,88271 2494652 1143105 148278 1937899
101454,1052249 316689 428736 439659 2120393
101666,276880 213667 415073 2109883 867254
101774,1553576 1282534 1811451 126246 2240395
101857,2778525 1244196 1386412 657183 2791339
102002,2778525 1244196 1386412 657183 2791339
102545,128405 10497 35008 46364 84276
102885,1158707 581998 1201239 1585376 183271
103027,1951314 2809247 222527 112513 286794
103310,323630 1959710 1713160 2804221 1913668
103669,168373 1718977 128623 1795460 430671
104001,599636 616398 616808 40428 501333
104796,2349045 293564 1932057 570039 889779
104965,1113538 225725 534380 908098 511739
106202,2778525 1244196 1386412 657183 2791339
106391,1665664 413116 1716082 897750 1912733
107447,224560 312101 1125071 895087 219969
107528,840580 157215 2010590 997536 2803305
107952,1443706 830073 1317915 2462072 415358
108109,1052249 439659 275800 361903 344413
108891,212518 497948 696503 854322 305915
108961,2778525 1244196 1386412 657183 2791339
109308,2106586 2214938 2456195 245725 138623
109548,2150649 2206085 2326501 1220514 1933128
109646,1274284 1440494 903440 2543066 821591
109809,1428918 1254405 1570312 1948918 1103236
110004,323364 708837 1450645 1194849 1221539
110221,2778525 1244196 1386412 657183 2791339
110636,4285 607851 195162 959862 709952
110951,2287074 2399276 1090147 2768790 782207
111479,669669 1299396 623544 1417895 2243184
111602,359609 163239 209074 454179 59697
111836,552650 949715 999463 1054149 1884561
113405,335731 82985 364309 161817 391272
113510,320825 324954 187479 204756 182234
113784,1977219 20551 1205746 819408 1620304
113942,2432821 1613292 704752 611656 273098
114764,1256874 546243 69520 429608 2412878
115337,1401857 1227970 1628067 1948109 2142372
115389,2778525 1244196 1386412 657183 2791339
115642,2342664 2532 375153 386249 902416
115791,2385399 2101279 369497 476469 501333
116228,351890 447237 596770 96190 28448
116670,1326656 1711681 1645351 383913 1465257
116847,1604545 65627 2022786 410815 611454
116871,1224804 220307 2784923 2267800 404589
117095,347065 363996 43760 625167 1103175
117355,2119426 1122442 2793886 2062331 1670516
117952,2063957 383917 2312457 1858357 548915
118118,1193728 1577312 1530760 598134 2020051
118326,329308 796430 1000266 2778525 1244196
118441,1661018 1915573 2805041 2547974 1311146
118743,1320768 346018 694715 183990 129506
119429,635908 1246777 1181090 2241915 1230754
119526,2778525 1244196 1386412 657183 2791339
119952,1804062 191382 2824146 1468095 2478185
120436,2259629 2799800 987566 881934 1592868
120617,237200 864280 1145024 1453795 188272
121169,1705792 1805042 1885793 836560 90580
121312,1342995 1976074 665928 964360 1981235
121482,801984 931709 66525 545206 1138866
121594,281642 483724 506072 506968 880615
121611,1497292 1829596 1585921 794677 473653
121662,332354 374694 925640 439576 2563543
121757,1293897 1493438 1046726 640429 1151046
122086,2778525 1244196 1386412 657183 2791339
122087,903440 1440494 2543066 2092474 656992
122260,509306 345430 1700653 2796479 2106311
122394,2778525 1244196 1386412 657183 2791339
122653,2796479 2106311 1830993 2750191 554760
122688,2778525 1244196 1386412 657183 2791339
122826,1206594 1838961 416609 1920764 1431191
122862,7889 621803 1279819 583779 1843353
123738,1190153 1188130 1242797 1812138 1883195
123936,1370899 1469326 2762328 2285038 757521
124188,57992 39842 59136 39150 120131
124399,328388 287913 1625819 748962 1511497
124663,822880 1486633 2299184 2611136 2765524
124833,2796479 2106311 1830993 2750191 554760
125035,391272 1767296 1944665 2082009 2270280
125163,499071 1194374 389984 1294475 142914
125183,1441084 456553 1065643 100343 504015
125749,742386 373206 2309290 246007 1152060
125921,572494 1834881 2628908 271698 2232754
126548,78059 34170 143852 317248 15860
126643,729557 294267 1182348 1669483 340255
126771,870222 686822 94061 1083251 1481470
127238,2778525 1244196 1386412 657183 2791339
127260,712761 1138157 1271403 1963799 2375279
127289,66796 238930 58911 855488 929792
127607,2067346 221434 2299214 2772187 2771700
128258,329564 486951 143046 647971 111570
128444,624318 482450 642270 492668 671128
128892,2080710 2312579 260984 167470 851604
129287,2031171 2693246 166340 616808 40428
129582,2277811 1621790 93985 1890052 2232624
129765,286878 513644 274654 135872 2029899
130419,1461722 1605560 1525639 1654128 1733639
131287,1217 84879 272775 182047 369405
131400,1468233 1816725 1469975 753856 408367
131843,5434 1747910 568900 2481569 360803
131876,616808 1252029 40428 616398 1219155
132162,10807 472313 201304 826987 84637
132303,2209198 2804009 2467686 1100303 38575
132458,531721 234670 708575 1487800 1144708
133042,59567 1671781 990808 1592726 664240
133480,341401 782207 1251297 1427988 1157146
134993,2778525 1244196 1386412 657183 2791339
135249,663635 2093827 1314507 413558 1478910
135647,2284094 423430 954030 1294614 685902
135701,654798 739594 1599448 1669483 143637
135905,2575631 1196288 2616626 2063689 1886261
136018,648375 1616344 229129 373991 1603259
136346,707286 1193409 2778525 1244196 1386412
136526,1117025 1344375 1584138 1964245 1189044
136595,2569663 2089007 807545 2717895 1154274
136741,623544 1417895 2243184 1299396 669669
136883,190088 98943 201181 21209 317765
137168,174133 1762543 2007840 2746928 1176350
137251,417300 615074 437085 683697 493626
137295,2440098 637452 2007314 2624203 549154
137522,817126 866797 1242688 1599448 370775
137940,409012 912478 269418 285258 302708
138017,1253294 2609190 2242139 603719 835231
138722,1138866 931709 1803132 1909035 1019689
138977,78664 852176 1429391 1483617 1652575
138982,666264 1650411 1669483 2113248 1838929
139306,295292 599835 1933213 2567352 870900
139725,925939 1669392 1527222 2078226 1347147
139968,1230754 936454 1481381 871411 2727398
140225,2300595 2784642 2405911 1021972 1302933
140830,383311 450489 20363 796307 1217717
141431,2778525 1244196 1386412 657183 2791339
141434,2094728 1207409 1069799 611454 439744
141654,2449383 2672208 2556498 40428 910684
141923,1654632 1803629 958454 142983 99308
142537,2778525 1244196 1386412 657183 2791339
142751,1016374 1200077 1355200 1880231 2342598
142825,778797 177923 228426 907629 555820
142969,337914 406606 1309002 631887 189802
143178,2796479 2106311 1830993 2750191 554760
143537,1469326 757521 2762328 1941772 190827
144144,1239885 1403565 286472 836795 569721
144191,133593 227314 1433930 1284451 928461
144636,2778525 1244196 1386412 657183 2791339
144643,231858 276802 562344 572036 709392
144750,183977 1482846 885686 1104146 647313
145381,479095 122755 770829 1007632 1020494
145533,1947991 1542349 2803046 797919 1028837
145734,325266 460718 512596 588716 975447
145853,155213 863700 1100303 1775879 1807118
146193,2778525 1244196 1386412 657183 2791339
146199,489665 2028954 2475940 2551254 660416
146286,2778525 1244196 1386412 657183 2791339
147516,1510300 1672969 1676992 2054298 2087559
147664,1060634 1569505 2072842 2048794 1928209
148342,2256762 227352 732540 454179 729006
148749,1095870 1558051 1647414 704353 489036
148981,2245226 1840607 566295 786554 1501128
149198,2778525 1244196 1386412 657183 2791339
149616,2778525 1244196 1386412 657183 2791339
150039,93985 855088 1200407 710260 1308433
150057,866797 1930632 2452981 1242688 2590783
150611,1976502 2553566 568586 551066 1292577
150721,882552 2532514 2674953 1513065 1443664
150852,1249184 1427513 420077 742769 974615
150854,492265 452346 496842 18107 588100
150858,2565670 2106016 1951091 2616738 2037178
150949,687330 708480 1211265 781630 844073
150980,2136327 1531706 123928 2267800 2559971
151024,570610 1851312 61169 592308 1070087
151528,1309496 1323080 1133285 1246347 557920
151666,1443706 830073 1317915 2462072 415358
151707,2661440 942854 1205745 54944 1281387
152067,2312071 1108149 1722245 1036024 1024499
152831,1846003 2569062 2753534 1663291 2786807
153486,1597791 2726902 1752441 1826488 2108562
153970,797143 738013 1210970 2185157 952894
154279,693106 272659 114762 1315413 1209972
154525,917380 220211 1611158 333557 398471
154692,298828 705921 241107 598180 682761
155196,1698920 1269579 1426797 1312813 1136521
155704,646933 70415 921595 206564 177287
155734,2778525 1244196 1386412 657183 2791339
155750,1039430 1130838 1497289 2061150 204756
156207,212411 109773 687269 408816 319848
156682,2315490 770829 389661 35717 523776
156731,1334696 452534 1459365 999108 704186
156890,1197333 135841 432717 462304 1633370
157018,2064275 1454971 774856 134921 1727892
157347,640347 1087992 1375207 216177 1383432
157372,66525 646732 1840501 1698884 801984
157411,1352448 2755931 416914 1188603 1202789
157436,704907 486951 111570 605104 647971
158275,2778525 1244196 1386412 657183 2791339
158445,2778525 1244196 1386412 657183 2791339
158466,296723 1003471 1153715 1597791 1826488
158759,1950458 63688 1725761 983709 1246999
158786,116185 553594 39213 345562 452216
158919,2778525 1244196 1386412 657183 2791339
158944,2778525 1244196 1386412 657183 2791339
159617,307370 2435891 39345 1958004 2522611
159701,945196 992746 892320 2079382 2106879
159921,1543356 1978083 230293 1429985 115309
160502,2718899 213964 1580438 512145 173261
160533,1340818 422296 432493 1042767 408876
160623,458239 639892 641342 2095262 2161413
161242,1604545 818658 2094728 611454 1207409
161521,132121 445001 2154667 737681 1399760
161612,1103175 1611522 1922041 2550046 893084
161662,2778525 1244196 1386412 657183 2791339
162063,1657134 307095 997052 681976 753901
162457,2152885 1307840 7709 537701 1660137
162510,214556 69688 192692 480090 541633
162529,207506 598134 33182 640626 1192585
162564,2331715 2232458 2778525 1244196 1386412
162646,73464 2432382 737856 2441072 1141852
164126,2778525 1244196 1386412 657183 2791339
164502,463287 202542 340508 429512 441436
165095,478857 1170835 249024 2109828 464302
166047,581380 883049 111466 182877 1091253
166280,1728442 2144083 903157 1782677 1082423
166546,1826292 2391125 1958541 1880337 2022476
166998,163239 59697 359609 209074 691256
167169,725565 482130 2302162 2596192 1432415
167292,85529 2560387 91075 1088680 806348
167793,832223 314338 1084682 359688 367015
167910,1487800 1705102 708575 234670 1144708
168003,1162369 81348 366803 214434 1369814
168241,1006390 1508724 2275289 293528 1717856
168452,1507845 1414267 1462267 1463490 190052
168573,1198824 660507 1423661 442399 1318531
168880,2778525 1244196 1386412 657183 2791339
168971,2778525 1244196 1386412 657183 2791339
169437,106209 190665 54944 404559 577469
169786,110610 1791879 2401053 20117 1025371
170008,1382652 2287892 587856 34424 68916
170333,15029 1436601 1971526 2797278 1069871
170601,1764519 464327 1948552 1489339 1401466
170611,2228955 2440845 2110703 1121263 166149
170666,38181 2245 22098 3636 21231
171078,2778525 1244196 1386412 657183 2791339
171152,2101279 369497 2385399 476469 926449
171375,2549124 272659 1315413 114762 693106
171516,1102385 1994509 812691 325222 1440494
172325,206650 778281 718582 2088876 972816
172413,1844214 978210 691943 784035 324342
172636,1040078 443864 1070455 186983 2085237
173125,2732837 801174 470217 1895585 214223
173245,2778525 1244196 1386412 657183 2791339
173555,926097 386148 1611347 1825750 836052
174181,541220 688598 2695727 403608 1329499
174608,2474065 438469 344352 663621 1743033
174882,2778525 1244196 1386412 657183 2791339
175027,245725 268879 476704 530492 53591
175162,2778525 1244196 1386412 657183 2791339
175344,551524 2290147 2765665 2233057 424604
175369,2778525 1244196 1386412 657183 2791339
175546,574969 1818501 1222478 2187754 2448253
175644,688913 819252 1969514 1117025 1052678
175696,1253223 1601488 507562 109931 342698
176268,1687326 161806 178441 129490 283786
176638,760220 809622 1305438 716619 2823529
177089,2778525 1244196 1386412 657183 2791339
177373,131280 168729 49286 162175 228087
178074,375153 191129 379025 440405 1447480
178588,2019120 2608391 627983 554842 52487
178902,1854447 2035205 665747 404357 1083135
178946,1495146 1986511 2298364 2603155 2702964
179637,2458178 1303564 1485134 687353 832198
179690,408894 168729 504632 265570 751506
179744,2530342 1094985 2089732 1204830 1992780
180411,1443706 830073 1317915 2462072 415358
180693,243283 132073 298861 385321 80690
180988,1118968 1552003 1947896 1973323 2621757
181348,401208 1515764 559106 1028764 1272226
181413,1062491 1718890 15709 260243 497264
181536,1372620 1969234 2087530 2794492 1730546
181782,1138469 1159975 2637673 2269779 2609409
182123,1646680 1148573 138422 926191 1015267
182147,639237 1244217 766086 1789645 381947
182605,1550160 214223 470217 801174 1895585
182959,563421 665586 462917 706754 794837
183367,665436 2311337 1444225 1491148 1724333
183704,2778525 1244196 1386412 657183 2791339
183959,1655463 2566970 1918242 586587 106516
183987,723756 481995 571748 507381 272374
184048,2778525 1244196 1386412 657183 2791339
184787,653600 2759578 489859 652146 1033004
185441,668484 2469911 1629633 1840245 560744
186401,2025065 196538 1273428 2795685 838520
186899,2759433 1715268 147315 1640169 1707214
186960,2778525 1244196 1386412 657183 2791339
187284,215655 1847855 1171752 2502223 1930096
187935,644082 1497762 575249 1128218 797482
187991,91193 45553 266009 277667 695501
188190,2584153 1727576 974107 982000 497989
188906,1050970 1803269 2155933 1946983 776337
189264,1127309 161945 465997 499544 1417798
189295,165949 190827 180279 272140 114354
189309,2016076 2535399 1049395 1985150 1721435
189335,2778525 1244196 1386412 657183 2791339
189401,2056406 1933730 2415916 4016 1741305
189421,2657866 151102 2684398 34777 1316137
189470,1945 3211 15029 18386 20081
189719,1064433 1791556 1713905 1750073 140744
190315,2778525 1244196 1386412 657183 2791339
191220,958454 99308 1073034 142983 1654632
191454,293528 2094271 1086171 701650 1851755
192447,2391916 410297 421621 637214 2405494
192510,1530760 598134 2020051 2046435 2050563
192569,2364926 2029899 1560579 1255506 2515350
192830,372345 1554138 1661882 2585832 17284
192875,1289224 1319413 54663 1331957 152370
192991,2335878 2412023 398342 595316 635960
193043,1740468 357418 882247 802902 394038
193081,18107 64262 30950 63202 118397
193695,708837 1450645 2010679 323364 64950
193711,197666 277210 217942 155309 54898
194294,972241 515587 1934106 574620 718271
